"FECHA DEL CURSO","CODIGO DEPTAMENTPO","DEPARTAMENTO","CODIGO MUNICIPIO","MUNICIPIO","AREA","CURSO","NUMERO DE PARTICIPANTE EXTERNO","NUMERO DE PARTICIPANTE INTERNO","TOTAL PARTICIPANTES","COSTO UNITARIO","TOTAL RECAUDO"
"2017 Feb 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","METROLOGÍA FÍSICA","10","0","10","986,100","9,861,000"
"2017 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","18","1","19","986,100","18,735,900"
"2017 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","10","0","10","986,100","9,861,000"
"2017 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","2","1","3","1,246,300","3,738,900"
"2017 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","9","1","10","986,100","9,861,000"
"2017 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","DIMENSIONAL BASICO","5","0","5","1,246,300","6,231,500"
"2017 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE GRANDES VOLÚMENES","4","0","4","986,100","3,944,400"
"2017 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 1","5","2","7","1,506,500","10,545,500"
"2017 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 2","6","0","6","1,506,500","9,039,000"
"2017 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","8","0","8","986,100","7,888,800"
"2017 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","10","0","10","1,506,500","15,065,000"
"2017 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","5","2","7","1,109,500","7,766,500"
"2017 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","9","0","9","1,109,500","9,985,500"
"2024 Apr 09 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE LONGITUD NIVEL 2","0","1","1","0","0"
"2017 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","6","3","9","986,101","8,874,909"
"2017 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","3","6","9","986,100","8,874,900"
"2017 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","17","2","19","986,100","18,735,900"
"2017 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 3","2","0","2","2,026,900","4,053,800"
"2017 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","3","0","3","986,100","2,958,300"
"2017 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","12","1","13","986,100","12,819,300"
"2017 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","4","0","4","725,900","2,903,600"
"2017 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 1","8","1","9","1,506,500","13,558,500"
"2017 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","8","4","12","1,506,500","18,078,000"
"2017 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRACTICA MED CONDUCTIVIDAD ELECTROLITICA","2","1","3","506,900","1,520,700"
"2017 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","3","1","4","506,900","2,027,600"
"2017 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","METROLOGÍA FÍSICA","18","2","20","986,100","19,722,000"
"2017 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","5","11","16","725,900","11,614,400"
"2017 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","1","2","3","986,100","2,958,300"
"2017 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","5","4","9","986,100","8,874,900"
"2017 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","9","8","17","986,100","16,763,700"
"2017 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 2","8","2","10","1,506,500","15,065,000"
"2017 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","6","2","8","986,100","7,888,800"
"2017 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","8","3","11","986,100","10,847,100"
"2017 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","2","1","3","506,900","1,520,700"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","METROLOGÍA FÍSICA","41","1","42","986,100","41,416,200"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","12","2","14","986,102","13,805,428"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","7","0","7","986,100","6,902,700"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","4","0","4","986,100","3,944,400"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","7","4","11","986,100","10,847,100"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN MEDIDORES DE ENERGIA ELECTRICA","4","2","6","725,900","4,355,400"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","DIMENSIONAL BASICO","9","1","10","1,246,300","12,463,000"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 1","6","2","8","1,506,500","12,052,000"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 2","3","1","4","1,506,500","6,026,000"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","3","1","4","986,100","3,944,400"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","PATRONES MEDIDORES DE ENERGIA Y EPM","3","2","5","725,900","3,629,500"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","8","0","8","986,100","7,888,800"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","9","1","10","986,100","9,861,000"
"2017 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","9","2","11","1,506,500","16,571,500"
"2017 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE GRANDES VOLÚMENES","4","3","7","986,100","6,902,700"
"2017 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","3","1","4","808,200","3,232,800"
"2017 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","INTRODUCCION BUENAS PRACTICAS PESAJE EN QUIMICA","0","4","4","506,900","2,027,600"
"2017 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","METROLOGÍA FÍSICA","24","0","24","986,100","23,666,400"
"2017 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","19","3","22","986,103","21,694,266"
"2017 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","3","2","5","986,100","4,930,500"
"2017 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","3","1","4","1,246,300","4,985,200"
"2017 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","19","4","23","986,100","22,680,300"
"2017 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","DIMENSIONAL NIVEL 2","3","1","4","986,100","3,944,400"
"2017 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","13","0","13","1,506,500","19,584,500"
"2017 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","6","0","6","725,900","4,355,400"
"2017 Nov 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","2","3","5","506,900","2,534,500"
"2017 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 3","2","1","3","2,026,900","6,080,700"
"2017 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MEDICIONES GEOMETRICAS","3","1","4","725,900","2,903,600"
"2017 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","2","4","6","986,100","5,916,600"
"2017 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","7","0","7","1,506,500","10,545,500"
"2017 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRACTICA MED CONDUCTIVIDAD ELECTROLITICA","1","4","5","506,900","2,534,500"
"2017 Dec 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CONCEPTOS BASICOS METROLOGIA QUIMICA","2","3","5","808,200","4,041,000"
"2018 Feb 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","14","6","20","1,026,400","20,528,000"
"2018 Feb 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","18","4","22","1,026,400","22,580,800"
"2018 Feb 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","6","1","7","1,568,100","10,976,700"
"2018 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE GRANDES VOLÚMENES","2","3","5","1,026,400","5,132,000"
"2018 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","6","4","10","1,026,400","10,264,000"
"2018 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 1","7","0","7","1,568,100","10,976,700"
"2018 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","13","1","14","1,026,400","14,369,600"
"2018 Mar 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","2","4","6","1,026,400","6,158,400"
"2018 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 2","4","2","6","1,568,100","9,408,600"
"2018 Apr 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","7","1","8","1,568,100","12,544,800"
"2018 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","METROLOGÍA DE DENSIDAD","4","1","5","1,026,400","5,132,000"
"2018 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","DIMENSIONAL NIVEL 1","8","0","8","1,297,300","10,378,400"
"2018 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","17","3","20","1,026,400","20,528,000"
"2018 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE FUERZA","2","2","4","1,297,300","5,189,200"
"2018 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 3","2","0","2","2,109,800","4,219,600"
"2018 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","19","3","22","1,026,400","22,580,800"
"2018 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","3","0","3","1,026,400","3,079,200"
"2018 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","9","3","12","1,026,400","12,316,800"
"2018 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TIEMPO Y FRECUENCIA","4","2","6","755,600","4,533,600"
"2018 May 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","6","0","6","841,300","5,047,800"
"2018 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","22","0","22","1,568,100","34,498,200"
"2018 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE TEMPERATURA Y HUMEDAD","8","0","8","755,600","6,044,800"
"2018 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRACTICA MED CONDUCTIVIDAD ELECTROLITICA","4","3","7","527,600","3,693,200"
"2018 Jun 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","4","1","5","527,600","2,638,000"
"2018 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CALIBRACIÓN ESPECTROFOTÓMETROS UV-VIS","5","0","5","841,300","4,206,500"
"2018 Jul 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CONCEPTOS BASICOS METROLOGIA QUIMICA","6","3","9","841,300","7,571,700"
"2018 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","15","4","19","1,026,400","19,501,600"
"2018 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 2","5","0","5","1,568,100","7,840,500"
"2018 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","INCERTIDUMBRE DE MEDICIÓN EN ANÁLISIS QUÍMICOS CUANTITATIVOS","12","4","16","1,154,900","18,478,400"
"2018 Aug 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","CURSO DE FORMACIÓN POR DEMANDA","VALIDACIÓN MÉTODOS QUÍMICOS CUANTITATIVOS","13","4","17","1,154,900","19,633,300"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","CALIBRACIÓN MEDIDORES DE ENERGIA ELECTRICA","1","2","3","755,600","2,266,800"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","10","0","10","1,026,400","10,264,000"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","DIMENSIONAL NIVEL 1","7","0","7","1,297,300","9,081,100"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","INCERTIDUMBRE DE LAS MEDICIONES","8","1","9","1,026,400","9,237,600"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGIA BASICA","20","1","21","1,026,400","21,554,400"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","3","1","4","755,600","3,022,400"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","NORMA NTC-ISO/IEC 17043:2023 REQUISITOS TÉCNICOS Y MÉTODOS ESTADÍSTICOS","19","0","19","1,026,400","19,501,600"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","PATRONES MEDIDORES DE ENERGIA Y EPM","1","2","3","755,600","2,266,800"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PEQUEÑOS VOLÚMENES","7","1","8","1,026,400","8,211,200"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE PRESIÓN","12","0","12","1,026,400","12,316,800"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRACTICA MED CONDUCTIVIDAD ELECTROLITICA","5","0","5","527,600","2,638,000"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","BUENAS PRÁCTICAS DE MEDICIÓN RUTINARIAS: PH Y CONDUCTIVIDAD ELECTROLÍTICA","7","0","7","527,600","3,693,200"
"2018 Sep 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA QUÍMICA","CONCEPTOS BASICOS METROLOGIA QUIMICA","2","3","5","841,300","4,206,500"
"2018 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA DE CORRIENTE CONTINUA Y ALTERNA","2","7","9","1,026,400","9,237,600"
"2018 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","FORMACIÓN BÁSICA EN METROLOGÍA","ESTADÍSTICA BÁSICA","15","3","18","1,026,400","18,475,200"
"2018 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","MASA NIVEL 1","5","3","8","1,568,100","12,544,800"
"2018 Oct 01 05:00:00 AM","11","BOGOTA, D.C.","11,001","BOGOTA, D.C.","NÚCLEO TÉCNICO EN METROLOGÍA FÍSICA","METROLOGÍA  DE PAR TORSIONAL","6","0","6","1,026,400","6,158,400"
